,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency_of_Purchases
1281,29,1,1,0,81,1,4.5,1,8,5,Bi-Weekly,1
1282,24,1,16,1,68,3,3.0,1,20,5,Monthly,4
1283,69,1,16,1,94,3,3.9,1,23,3,Every 3 Months,2
1284,65,1,5,1,93,1,3.9,1,38,4,Fortnightly,3
1285,64,1,6,0,99,0,3.5,1,45,0,Fortnightly,3
1286,40,1,6,0,49,3,4.9,1,44,3,Fortnightly,3
1287,24,1,11,1,28,3,3.4,1,20,4,Monthly,4
1288,66,1,1,0,93,3,4.1,1,34,4,Bi-Weekly,1
1289,35,1,10,3,24,0,2.9,1,10,4,Weekly,6
1290,67,1,19,1,35,1,3.4,1,3,4,Annually,0
1291,69,1,14,2,68,1,3.2,1,23,3,Fortnightly,3
1292,26,1,1,0,61,2,3.9,1,42,0,Annually,0
1293,23,1,23,1,74,0,4.1,1,30,3,Annually,0
1294,27,1,16,1,64,2,4.5,1,21,1,Every 3 Months,2
1295,30,1,20,2,60,0,2.8,1,50,4,Weekly,6
1296,48,1,11,1,29,1,2.8,1,16,1,Bi-Weekly,1
1297,44,1,14,2,85,2,4.6,1,32,5,Annually,0
1298,29,1,13,1,81,2,3.0,1,14,0,Fortnightly,3
1299,29,1,1,0,23,0,3.6,1,42,5,Bi-Weekly,1
1300,67,1,24,1,100,1,4.5,1,47,2,Every 3 Months,2
1301,42,1,16,1,54,0,5.0,1,21,3,Weekly,6
1302,23,1,20,2,25,0,2.9,1,37,2,Monthly,4
1303,34,1,2,1,32,2,3.1,1,10,2,Annually,0
1304,64,1,0,0,63,1,4.0,1,18,4,Every 3 Months,2
1305,31,1,13,1,56,1,4.5,1,2,4,Every 3 Months,2
1306,54,1,23,1,33,3,4.5,1,40,4,Annually,0
1307,23,1,4,3,32,2,3.1,1,43,4,Annually,0
1308,59,1,5,1,38,2,4.4,1,14,2,Every 3 Months,2
1309,32,1,2,1,21,2,4.7,1,41,1,Quarterly,5
1310,43,1,9,1,59,3,3.1,1,38,2,Every 3 Months,2
1311,32,1,17,2,87,0,4.2,1,12,5,Annually,0
1312,66,1,24,1,79,3,3.0,1,19,0,Monthly,4
1313,70,1,17,2,28,2,2.6,1,23,2,Bi-Weekly,1
1314,42,1,3,2,67,2,3.4,1,49,3,Annually,0
1315,56,1,18,1,75,1,4.2,1,29,3,Quarterly,5
1316,28,1,1,0,32,1,4.6,1,14,3,Bi-Weekly,1
1317,28,1,13,1,43,1,2.8,1,19,1,Monthly,4
1318,52,1,18,1,93,1,2.7,1,19,2,Bi-Weekly,1
1319,65,1,22,0,24,1,4.0,1,48,0,Weekly,6
1320,56,1,8,0,31,0,3.1,1,19,3,Annually,0
1321,59,1,24,1,84,3,3.7,1,45,0,Every 3 Months,2
1322,23,1,13,1,74,3,4.0,1,17,0,Quarterly,5
1323,58,1,18,1,62,1,4.6,1,15,3,Every 3 Months,2
1324,39,1,12,0,77,2,3.8,1,11,2,Fortnightly,3
1325,28,1,0,0,73,2,3.5,1,1,1,Monthly,4
1326,40,1,17,2,50,1,4.6,1,17,1,Monthly,4
1327,52,1,4,3,40,3,2.8,1,37,1,Weekly,6
1328,37,1,23,1,97,3,3.7,1,40,0,Weekly,6
1329,70,1,6,0,63,0,3.3,1,50,4,Every 3 Months,2
1330,30,1,7,0,65,0,2.9,1,20,4,Bi-Weekly,1
1331,38,1,21,1,91,1,3.2,1,8,4,Bi-Weekly,1
1332,66,1,9,1,60,1,4.3,1,16,0,Quarterly,5
1333,29,1,13,1,69,3,2.7,1,9,0,Quarterly,5
1334,46,1,4,3,52,1,4.2,1,12,5,Monthly,4
1335,56,1,3,2,49,0,4.8,1,26,2,Weekly,6
1336,23,1,20,2,85,1,4.8,1,44,3,Fortnightly,3
1337,37,1,23,1,86,1,3.4,1,19,2,Bi-Weekly,1
1338,56,1,7,0,51,3,2.6,1,43,4,Fortnightly,3
1339,36,1,1,0,56,3,5.0,1,5,0,Every 3 Months,2
1340,40,1,1,0,72,0,4.4,1,5,3,Every 3 Months,2
1341,26,1,9,1,27,0,2.9,1,31,0,Quarterly,5
1342,57,1,22,0,43,2,3.4,1,11,0,Monthly,4
1343,68,1,20,2,56,1,3.4,1,34,0,Monthly,4
1344,56,1,24,1,37,0,4.9,1,14,1,Annually,0
1345,40,1,5,1,21,0,3.6,1,42,5,Weekly,6
1346,44,1,9,1,91,3,3.0,1,15,5,Bi-Weekly,1
1347,44,1,23,1,95,2,3.9,1,47,0,Monthly,4
1348,19,1,1,0,54,1,3.2,1,23,2,Fortnightly,3
1349,21,1,21,1,36,1,3.2,1,23,1,Bi-Weekly,1
1350,31,1,22,0,71,0,4.3,1,1,1,Every 3 Months,2
1351,30,1,4,3,31,2,2.8,1,28,0,Quarterly,5
1352,65,1,8,0,89,1,4.5,1,37,2,Bi-Weekly,1
1353,39,1,13,1,83,3,4.1,1,4,1,Every 3 Months,2
1354,64,1,0,0,42,1,3.6,1,21,0,Quarterly,5
1355,59,1,18,1,91,2,3.0,1,50,4,Bi-Weekly,1
1356,49,1,10,3,61,1,4.0,1,34,0,Annually,0
1357,24,1,0,0,66,2,3.5,1,20,1,Quarterly,5
1358,19,1,15,0,22,1,2.5,1,25,5,Every 3 Months,2
1359,27,1,9,1,68,3,4.3,1,26,0,Fortnightly,3
1360,56,1,19,1,43,0,2.8,1,4,0,Annually,0
1361,49,1,5,1,32,0,3.7,1,39,3,Monthly,4
1362,41,1,4,3,46,0,4.3,1,29,1,Weekly,6
1363,36,1,2,1,90,2,4.0,1,47,4,Quarterly,5
1364,68,1,8,0,75,0,4.7,1,5,1,Every 3 Months,2
1365,28,1,7,0,69,3,4.5,1,18,0,Fortnightly,3
1366,45,1,1,0,40,0,3.1,1,10,2,Fortnightly,3
1367,60,1,1,0,63,0,3.8,1,25,1,Quarterly,5
1368,21,1,16,1,36,2,4.9,1,2,1,Weekly,6
1369,32,1,17,2,75,3,3.2,1,48,5,Fortnightly,3
1370,27,1,15,0,67,2,2.9,1,41,0,Every 3 Months,2
1371,40,1,13,1,64,1,2.8,1,42,2,Monthly,4
1372,64,1,2,1,61,0,4.0,1,44,4,Bi-Weekly,1
1373,18,1,6,0,40,3,2.6,1,6,1,Quarterly,5
1374,22,1,7,0,97,0,2.7,1,5,0,Quarterly,5
1375,42,1,20,2,31,1,4.1,1,8,2,Annually,0
1376,57,1,14,2,65,1,5.0,1,24,4,Annually,0
1377,33,1,22,0,54,1,3.0,1,42,5,Monthly,4
1378,37,1,10,3,49,0,3.6,1,24,5,Weekly,6
1379,21,1,24,1,64,0,2.8,1,38,5,Bi-Weekly,1
1380,51,1,20,2,35,3,4.6,1,41,1,Fortnightly,3
1381,30,1,17,2,86,3,2.9,1,48,5,Quarterly,5
1382,68,1,10,3,55,3,4.8,1,16,0,Quarterly,5
1383,36,1,15,0,58,1,3.3,1,4,5,Monthly,4
1384,46,1,20,2,96,0,4.6,1,8,0,Weekly,6
1385,41,1,12,0,64,0,2.6,1,1,0,Bi-Weekly,1
1386,68,1,10,3,56,0,4.0,1,4,3,Quarterly,5
1387,21,1,2,1,85,3,3.8,1,20,2,Monthly,4
1388,62,1,5,1,23,1,3.9,1,40,1,Quarterly,5
1389,59,1,15,0,72,0,2.6,1,8,3,Fortnightly,3
1390,25,1,8,0,38,2,4.3,1,42,3,Weekly,6
1391,53,1,2,1,29,3,3.6,1,38,2,Annually,0
1392,31,1,6,0,46,1,4.2,1,34,5,Every 3 Months,2
1393,46,1,6,0,58,1,3.9,1,14,4,Fortnightly,3
1394,26,1,4,3,43,0,4.7,1,39,1,Weekly,6
1395,47,1,15,0,32,1,2.8,1,40,4,Bi-Weekly,1
1396,37,1,13,1,30,3,3.0,1,49,3,Monthly,4
1397,55,1,22,0,67,2,4.7,1,33,4,Annually,0
1398,30,1,5,1,45,2,2.5,1,25,2,Weekly,6
1399,19,1,8,0,81,3,3.1,1,48,5,Annually,0
1400,36,1,0,0,23,0,3.6,1,22,2,Every 3 Months,2
1401,23,1,14,2,59,0,3.5,1,1,4,Weekly,6
1402,62,1,22,0,21,2,3.1,1,47,4,Monthly,4
1403,26,1,0,0,20,1,3.6,1,20,2,Bi-Weekly,1
1404,36,1,12,0,28,3,3.5,1,10,3,Weekly,6
1405,33,1,21,1,100,3,2.7,1,39,2,Monthly,4
1406,32,1,16,1,46,1,3.6,1,15,3,Monthly,4
1407,56,1,7,0,61,1,4.5,1,11,2,Annually,0
1408,58,1,2,1,58,3,4.1,1,38,5,Weekly,6
1409,34,1,0,0,50,1,4.2,1,41,1,Fortnightly,3
1410,61,1,8,0,93,2,4.0,1,18,3,Annually,0
1411,48,1,19,1,24,2,2.8,1,13,5,Quarterly,5
1412,25,1,18,1,100,2,2.6,1,43,5,Annually,0
1413,51,1,2,1,79,0,2.7,1,12,0,Quarterly,5
1414,29,1,21,1,51,2,4.5,1,3,2,Bi-Weekly,1
1415,54,1,1,0,90,3,3.7,1,12,2,Every 3 Months,2
1416,48,1,3,2,56,2,3.4,1,46,1,Quarterly,5
1417,62,1,18,1,25,1,4.6,1,21,3,Fortnightly,3
1418,18,1,16,1,75,2,4.1,1,23,5,Every 3 Months,2
1419,43,1,7,0,75,2,2.6,1,4,3,Quarterly,5
1420,22,1,11,1,53,2,4.6,1,45,4,Every 3 Months,2
1421,68,1,5,1,100,1,3.0,1,24,0,Fortnightly,3
1422,44,1,5,1,27,0,3.4,1,3,4,Bi-Weekly,1
1423,51,1,14,2,60,0,3.5,1,12,5,Every 3 Months,2
1424,66,1,10,3,23,0,3.5,1,34,0,Every 3 Months,2
1425,59,1,4,3,40,3,3.7,1,39,2,Annually,0
1426,60,1,13,1,38,2,4.8,1,35,4,Every 3 Months,2
1427,31,1,0,0,90,2,4.9,1,8,2,Annually,0
1428,20,1,2,1,97,2,4.9,1,42,4,Quarterly,5
1429,24,1,19,1,38,0,4.7,1,6,2,Every 3 Months,2
1430,48,1,14,2,30,2,4.9,1,3,2,Fortnightly,3
1431,39,1,13,1,88,0,2.9,1,29,5,Quarterly,5
1432,34,1,8,0,33,3,4.4,1,32,3,Quarterly,5
1433,70,1,9,1,60,3,3.2,1,45,3,Weekly,6
1434,59,1,23,1,64,2,4.6,1,21,3,Bi-Weekly,1
1435,45,1,15,0,95,0,4.0,1,41,1,Weekly,6
1436,35,1,20,2,83,3,3.7,1,23,4,Fortnightly,3
1437,69,1,3,2,97,3,4.2,1,14,1,Annually,0
1438,58,1,4,3,38,1,2.9,1,24,3,Monthly,4
1439,25,1,3,2,48,2,4.8,1,25,1,Fortnightly,3
1440,27,1,14,2,76,1,4.4,1,13,5,Monthly,4
1441,34,1,13,1,25,2,3.4,1,3,5,Every 3 Months,2
1442,53,1,9,1,92,1,2.8,1,42,2,Annually,0
1443,58,1,14,2,47,0,4.2,1,2,1,Monthly,4
1444,32,1,23,1,36,0,3.8,1,26,1,Quarterly,5
1445,64,1,1,0,51,0,3.1,1,24,2,Annually,0
1446,63,1,11,1,35,2,3.2,1,6,2,Quarterly,5
1447,23,1,9,1,57,2,3.0,1,25,4,Monthly,4
1448,64,1,3,2,95,2,3.6,1,11,2,Every 3 Months,2
1449,18,1,21,1,41,3,2.5,1,20,1,Every 3 Months,2
1450,25,1,5,1,44,3,3.4,1,25,1,Quarterly,5
1451,54,1,10,3,34,0,2.5,1,35,4,Quarterly,5
1452,60,1,10,3,25,1,4.7,1,11,0,Quarterly,5
1453,36,1,3,2,93,3,3.2,1,41,0,Fortnightly,3
1454,66,1,20,2,50,3,2.9,1,17,2,Annually,0
1455,60,1,13,1,79,0,4.9,1,1,4,Every 3 Months,2
1456,59,1,4,3,100,1,2.7,1,30,4,Every 3 Months,2
1457,58,1,16,1,57,1,4.7,1,47,5,Fortnightly,3
1458,35,1,23,1,28,1,2.9,1,34,5,Weekly,6
1459,20,1,17,2,35,3,4.8,1,18,5,Fortnightly,3
1460,70,1,3,2,85,0,4.6,1,33,5,Bi-Weekly,1
1461,54,1,22,0,95,2,5.0,1,42,5,Quarterly,5
1462,38,1,20,2,90,2,4.8,1,2,5,Quarterly,5
1463,54,1,12,0,49,2,4.9,1,1,0,Monthly,4
1464,33,1,1,0,92,3,4.6,1,23,0,Quarterly,5
1465,46,1,6,0,72,3,3.9,1,42,1,Bi-Weekly,1
1466,58,1,18,1,71,2,4.5,1,3,4,Annually,0
1467,30,1,12,0,27,3,4.7,1,16,3,Fortnightly,3
1468,42,1,6,0,39,0,3.9,1,46,1,Fortnightly,3
1469,28,1,12,0,98,3,4.4,1,31,4,Every 3 Months,2
1470,43,1,14,2,27,1,3.9,1,15,1,Every 3 Months,2
1471,31,1,12,0,71,1,2.8,1,48,5,Every 3 Months,2
1472,39,1,8,0,24,1,3.5,1,11,1,Weekly,6
1473,69,1,18,1,63,0,4.3,1,20,2,Every 3 Months,2
1474,31,1,23,1,72,0,3.9,1,6,2,Monthly,4
1475,44,1,2,1,61,1,4.0,1,24,1,Monthly,4
1476,39,1,8,0,56,0,4.1,1,18,2,Monthly,4
1477,24,1,1,0,32,2,4.3,1,1,4,Every 3 Months,2
1478,28,1,6,0,23,2,4.2,1,13,5,Bi-Weekly,1
1479,48,1,4,3,100,1,4.0,1,2,0,Weekly,6
1480,39,1,12,0,74,0,3.6,1,26,1,Quarterly,5
1481,64,1,19,1,33,1,3.3,1,31,4,Quarterly,5
1482,28,1,6,0,67,1,4.1,1,43,0,Weekly,6
1483,39,1,12,0,61,2,4.7,1,12,3,Bi-Weekly,1
1484,49,1,18,1,46,2,4.4,1,22,5,Every 3 Months,2
1485,22,1,6,0,56,1,3.4,1,3,1,Fortnightly,3
1486,25,1,20,2,73,1,5.0,1,23,5,Every 3 Months,2
1487,40,1,19,1,44,2,4.6,1,26,4,Annually,0
1488,23,1,8,0,44,3,4.0,1,37,2,Weekly,6
1489,24,1,12,0,26,2,4.1,1,42,5,Quarterly,5
1490,66,1,20,2,52,1,4.9,1,15,5,Bi-Weekly,1
1491,27,1,16,1,54,2,2.7,1,10,0,Quarterly,5
1492,62,1,10,3,38,2,4.5,1,3,5,Quarterly,5
1493,70,1,1,0,44,0,2.7,1,44,2,Quarterly,5
1494,43,1,24,1,76,1,3.0,1,23,0,Fortnightly,3
1495,45,1,12,0,23,3,4.5,1,6,4,Weekly,6
1496,63,1,24,1,98,3,5.0,1,9,5,Bi-Weekly,1
1497,69,1,10,3,33,1,3.8,1,16,3,Every 3 Months,2
1498,59,1,23,1,32,2,3.1,1,46,5,Fortnightly,3
1499,19,1,3,2,85,0,3.4,1,24,2,Every 3 Months,2
1500,63,1,11,1,69,2,4.8,1,22,3,Monthly,4
1501,37,1,11,1,55,1,2.7,1,13,3,Every 3 Months,2
1502,37,1,13,1,66,2,3.2,1,20,1,Fortnightly,3
1503,50,1,10,3,30,0,3.9,1,46,1,Quarterly,5
1504,60,1,10,3,80,3,4.2,1,10,0,Monthly,4
1505,46,1,1,0,20,2,3.0,1,39,1,Monthly,4
1506,35,1,16,1,30,0,3.0,1,44,4,Quarterly,5
1507,66,1,5,1,86,3,3.7,1,7,5,Annually,0
1508,35,1,2,1,84,1,4.4,1,3,1,Every 3 Months,2
1509,20,1,5,1,54,2,4.6,1,44,3,Annually,0
1510,55,1,2,1,30,0,3.0,1,31,5,Annually,0
1511,34,1,5,1,91,3,3.6,1,48,2,Weekly,6
1512,60,1,20,2,23,3,3.9,1,18,4,Bi-Weekly,1
1513,22,1,21,1,35,1,4.1,1,27,1,Monthly,4
1514,26,1,17,2,90,3,3.9,1,1,5,Weekly,6
1515,39,1,11,1,93,0,3.9,1,34,1,Weekly,6
1516,20,1,11,1,68,3,4.5,1,5,0,Bi-Weekly,1
1517,57,1,6,0,41,1,3.4,1,12,1,Quarterly,5
1518,68,1,1,0,73,3,4.1,1,14,5,Fortnightly,3
1519,50,1,22,0,73,0,4.9,1,40,4,Weekly,6
1520,21,1,8,0,66,2,4.4,1,39,1,Quarterly,5
1521,29,1,0,0,59,2,2.7,1,50,0,Weekly,6
1522,38,1,18,1,72,1,4.8,1,5,3,Monthly,4
1523,54,1,21,1,88,2,3.3,1,35,3,Annually,0
1524,22,1,21,1,76,2,4.4,1,6,1,Bi-Weekly,1
1525,29,1,1,0,31,3,4.6,1,22,1,Fortnightly,3
1526,41,1,10,3,22,2,3.1,1,27,4,Monthly,4
1527,26,1,8,0,75,0,4.5,1,33,3,Fortnightly,3
1528,69,1,24,1,75,1,4.0,1,47,5,Bi-Weekly,1
1529,20,1,0,0,63,3,3.1,1,48,2,Bi-Weekly,1
1530,59,1,4,3,21,1,3.9,1,22,0,Quarterly,5
1531,63,1,0,0,83,1,4.5,1,8,4,Bi-Weekly,1
1532,68,1,10,3,46,3,4.4,1,5,4,Every 3 Months,2
1533,50,1,17,2,59,2,3.6,1,16,0,Quarterly,5
1534,55,1,2,1,66,2,3.4,1,26,5,Fortnightly,3
1535,36,1,14,2,74,0,4.0,1,8,5,Monthly,4
1536,18,1,22,0,82,2,2.6,1,17,1,Quarterly,5
1537,68,1,17,2,89,1,3.2,1,50,5,Annually,0
1538,56,1,5,1,65,0,3.2,1,22,5,Bi-Weekly,1
1539,32,1,1,0,55,1,5.0,1,19,1,Every 3 Months,2
1540,28,1,18,1,95,3,2.9,1,14,0,Monthly,4
1541,24,1,7,0,77,3,2.9,1,35,1,Bi-Weekly,1
1542,59,1,2,1,44,3,3.5,1,43,4,Weekly,6
1543,56,1,11,1,89,0,4.0,1,24,5,Annually,0
1544,30,1,12,0,24,1,3.9,1,17,3,Bi-Weekly,1
1545,48,1,1,0,43,3,4.9,1,49,0,Annually,0
1546,60,1,20,2,51,2,3.8,1,17,0,Annually,0
1547,46,1,8,0,46,2,3.5,1,40,1,Quarterly,5
1548,69,1,5,1,32,2,3.7,1,43,0,Weekly,6
1549,19,1,20,2,55,1,2.9,1,19,3,Every 3 Months,2
1550,66,1,22,0,26,2,2.8,1,40,0,Quarterly,5
1551,64,1,7,0,29,2,3.7,1,13,2,Monthly,4
1552,54,1,2,1,49,1,3.0,1,20,2,Monthly,4
1553,27,1,2,1,45,1,4.8,1,21,3,Quarterly,5
1554,64,1,18,1,48,3,2.7,1,18,1,Bi-Weekly,1
1555,43,1,18,1,47,3,4.5,1,44,1,Quarterly,5
1556,43,1,9,1,57,0,2.7,1,26,2,Quarterly,5
1557,27,1,0,0,34,0,3.5,1,34,4,Quarterly,5
1558,35,1,22,0,75,0,3.5,1,24,2,Every 3 Months,2
1559,43,1,15,0,94,0,4.5,1,23,4,Fortnightly,3
1560,57,1,8,0,84,3,3.8,1,3,3,Weekly,6
1561,50,1,15,0,38,2,3.8,1,2,0,Quarterly,5
1562,37,1,15,0,75,3,3.2,1,23,5,Bi-Weekly,1
1563,68,1,13,1,44,0,4.3,1,8,1,Weekly,6
1564,22,1,0,0,33,2,4.5,1,30,3,Every 3 Months,2
1565,58,1,22,0,93,0,4.2,1,48,4,Annually,0
1566,48,1,20,2,99,3,3.0,1,21,1,Bi-Weekly,1
1567,30,1,0,0,33,1,4.1,1,9,1,Monthly,4
1568,51,1,20,2,76,1,4.6,1,8,3,Monthly,4
1569,20,1,19,1,63,2,2.9,1,29,3,Weekly,6
1570,30,1,13,1,41,3,4.8,1,3,0,Every 3 Months,2
1571,28,1,12,0,88,3,4.5,1,11,0,Fortnightly,3
1572,37,1,19,1,92,2,3.4,1,16,3,Monthly,4
1573,36,1,24,1,31,2,4.3,1,25,3,Weekly,6
1574,18,1,19,1,25,1,4.2,1,32,4,Bi-Weekly,1
1575,52,1,16,1,28,1,3.6,1,28,1,Fortnightly,3
1576,56,1,5,1,75,1,3.7,1,36,4,Monthly,4
1577,68,1,3,2,34,1,4.0,1,7,5,Fortnightly,3
1578,62,1,13,1,97,3,4.9,1,2,4,Quarterly,5
1579,35,1,10,3,80,2,3.1,1,6,0,Monthly,4
1580,65,1,20,2,71,2,3.7,1,30,1,Annually,0
1581,69,1,12,0,77,0,4.2,1,46,1,Quarterly,5
1582,28,1,1,0,41,1,2.5,1,39,1,Monthly,4
1583,37,1,15,0,92,2,4.3,1,8,5,Annually,0
1584,41,1,2,1,95,1,3.1,1,46,2,Quarterly,5
1585,37,1,23,1,25,0,3.0,1,40,3,Fortnightly,3
1586,25,1,3,2,77,0,4.0,1,21,0,Weekly,6
1587,41,1,21,1,99,2,3.5,1,33,2,Fortnightly,3
1588,48,1,1,0,24,3,3.2,1,3,5,Monthly,4
1589,42,1,20,2,72,2,2.7,1,48,1,Weekly,6
1590,54,1,11,1,80,3,3.0,1,8,4,Annually,0
1591,18,1,19,1,100,3,2.9,1,24,4,Annually,0
1592,56,1,17,2,83,2,3.3,1,10,0,Every 3 Months,2
1593,61,1,5,1,95,1,4.9,1,25,0,Monthly,4
1594,40,1,7,0,41,2,3.7,1,3,1,Fortnightly,3
1595,34,1,0,0,35,1,3.5,1,45,3,Fortnightly,3
1596,42,1,12,0,30,0,4.7,1,15,3,Monthly,4
1597,43,1,8,0,21,3,2.6,1,34,0,Quarterly,5
1598,47,1,12,0,85,0,4.1,1,21,5,Bi-Weekly,1
1599,48,1,16,1,54,3,2.8,1,22,3,Bi-Weekly,1
1600,20,1,3,2,26,1,4.7,1,24,4,Weekly,6
1601,65,1,16,1,59,1,2.9,1,33,2,Monthly,4
1602,54,1,22,0,48,3,2.8,1,13,5,Fortnightly,3
1603,23,1,18,1,98,2,4.3,1,17,3,Bi-Weekly,1
1604,18,1,23,1,92,2,4.8,1,25,2,Every 3 Months,2
1605,70,1,1,0,46,3,3.4,1,15,2,Bi-Weekly,1
1606,55,1,24,1,21,1,4.3,1,4,4,Fortnightly,3
1607,49,1,18,1,72,0,2.7,1,43,3,Quarterly,5
1608,26,1,14,2,58,0,4.6,1,12,0,Bi-Weekly,1
1609,33,1,16,1,93,0,4.1,1,3,5,Monthly,4
1610,20,1,21,1,31,1,3.4,1,1,4,Annually,0
1611,41,1,13,1,26,3,4.5,1,6,3,Monthly,4
1612,18,1,19,1,68,2,4.4,1,26,5,Monthly,4
1613,26,1,12,0,31,2,4.0,1,6,2,Fortnightly,3
1614,30,1,24,1,41,2,3.4,1,22,1,Bi-Weekly,1
1615,64,1,12,0,62,0,3.2,1,45,1,Bi-Weekly,1
1616,26,1,8,0,41,1,3.4,1,50,1,Quarterly,5
1617,43,1,2,1,64,3,4.3,1,50,2,Fortnightly,3
1618,63,1,14,2,72,2,5.0,1,39,3,Quarterly,5
1619,57,1,7,0,78,3,3.5,1,50,5,Bi-Weekly,1
1620,25,1,8,0,47,3,3.1,1,27,4,Every 3 Months,2
1621,68,1,15,0,46,2,3.9,1,38,3,Fortnightly,3
1622,31,1,18,1,43,3,4.0,1,37,0,Every 3 Months,2
1623,64,1,0,0,58,2,3.5,1,50,3,Annually,0
1624,38,1,23,1,32,3,3.6,1,40,4,Every 3 Months,2
1625,34,1,19,1,45,3,3.0,1,3,4,Bi-Weekly,1
1626,32,1,20,2,35,2,2.6,1,45,2,Bi-Weekly,1
1627,69,1,22,0,21,3,2.9,1,8,2,Annually,0
1628,45,1,5,1,64,3,3.1,1,7,1,Monthly,4
1629,35,1,2,1,88,1,3.3,1,13,5,Quarterly,5
1630,63,1,17,2,48,2,2.9,1,29,5,Every 3 Months,2
1631,65,1,23,1,36,2,3.9,1,7,0,Fortnightly,3
1632,35,1,6,0,28,2,4.7,1,50,3,Every 3 Months,2
1633,54,1,21,1,80,1,4.4,1,33,3,Bi-Weekly,1
1634,28,1,4,3,23,2,3.6,1,30,1,Every 3 Months,2
1635,68,1,22,0,24,2,3.2,1,40,1,Annually,0
1636,58,1,3,2,22,0,4.0,1,49,1,Fortnightly,3
1637,35,1,5,1,21,1,3.5,1,32,5,Fortnightly,3
1638,68,1,10,3,51,1,4.6,1,18,5,Weekly,6
1639,41,1,6,0,65,2,3.3,1,50,4,Annually,0
1640,65,1,15,0,51,1,4.0,1,13,4,Weekly,6
1641,50,1,9,1,32,2,3.4,1,1,0,Every 3 Months,2
1642,18,1,4,3,70,1,4.2,1,16,4,Fortnightly,3
1643,38,1,15,0,77,2,3.9,1,6,4,Monthly,4
1644,68,1,4,3,90,2,3.9,1,21,3,Monthly,4
1645,53,1,15,0,36,2,2.8,1,36,5,Every 3 Months,2
1646,58,1,7,0,77,2,3.7,1,20,0,Every 3 Months,2
1647,34,1,3,2,78,2,4.9,1,8,3,Quarterly,5
1648,36,1,13,1,69,2,2.6,1,22,2,Monthly,4
1649,58,1,24,1,63,2,4.9,1,3,2,Quarterly,5
1650,60,1,15,0,36,3,3.4,1,46,2,Fortnightly,3
1651,59,1,4,3,80,3,3.9,1,42,3,Monthly,4
1652,65,1,23,1,35,2,4.0,1,1,0,Fortnightly,3
1653,31,1,1,0,93,3,3.0,1,29,3,Bi-Weekly,1
1654,43,1,1,0,25,1,2.6,1,14,2,Quarterly,5
1655,37,1,23,1,81,1,3.2,1,4,4,Monthly,4
1656,21,1,2,1,42,1,2.6,1,41,4,Every 3 Months,2
1657,69,1,19,1,36,1,3.2,1,4,3,Bi-Weekly,1
1658,32,1,12,0,66,1,4.1,1,47,1,Weekly,6
1659,53,1,6,0,37,0,3.9,1,44,5,Annually,0
1660,59,1,24,1,45,3,4.1,1,37,5,Monthly,4
1661,64,1,6,0,86,2,2.7,1,21,3,Quarterly,5
1662,63,1,22,0,24,3,4.6,1,46,3,Fortnightly,3
1663,43,1,16,1,22,2,3.5,1,1,1,Bi-Weekly,1
1664,19,1,7,0,53,1,5.0,1,35,4,Weekly,6
1665,40,1,10,3,41,0,3.4,1,49,5,Monthly,4
1666,51,1,19,1,64,2,3.1,1,47,4,Annually,0
1667,51,1,7,0,40,3,3.4,1,24,0,Every 3 Months,2
1668,66,1,2,1,33,2,4.0,1,28,3,Fortnightly,3
1669,42,1,24,1,59,3,2.7,1,22,0,Quarterly,5
1670,22,1,13,1,73,0,3.6,1,20,1,Weekly,6
1671,31,1,9,1,22,3,4.0,1,25,0,Weekly,6
1672,18,1,3,2,73,0,3.8,1,15,5,Quarterly,5
1673,21,1,2,1,62,0,3.4,1,49,5,Bi-Weekly,1
1674,35,1,4,3,56,3,3.2,1,10,3,Fortnightly,3
1675,35,1,13,1,90,1,4.7,1,21,2,Annually,0
1676,27,1,22,0,44,3,3.1,1,34,0,Weekly,6
1677,65,1,11,1,35,2,3.3,0,41,3,Weekly,6
1678,41,1,13,1,71,2,4.8,0,30,5,Fortnightly,3
1679,60,1,5,1,52,0,4.5,0,24,3,Bi-Weekly,1
1680,61,1,17,2,37,2,3.4,0,6,2,Annually,0
1681,24,1,20,2,95,3,3.7,0,14,2,Bi-Weekly,1
1682,65,1,21,1,97,0,4.9,0,37,2,Bi-Weekly,1
1683,23,1,4,3,57,1,3.5,0,37,5,Quarterly,5
1684,30,1,16,1,93,1,4.6,0,28,4,Weekly,6
1685,33,1,2,1,48,3,4.6,0,43,4,Bi-Weekly,1
1686,22,1,6,0,75,0,4.2,0,25,1,Annually,0
1687,67,1,19,1,70,3,3.7,0,4,4,Annually,0
1688,28,1,7,0,26,3,3.0,0,13,5,Fortnightly,3
1689,32,1,16,1,73,3,4.6,0,32,0,Monthly,4
1690,40,1,4,3,30,2,3.2,0,1,1,Annually,0
1691,64,1,17,2,61,2,3.5,0,4,1,Annually,0
1692,56,1,7,0,75,3,2.6,0,33,1,Bi-Weekly,1
1693,63,1,10,3,88,0,4.9,0,45,0,Fortnightly,3
1694,20,1,16,1,67,2,2.7,0,20,3,Fortnightly,3
1695,54,1,8,0,95,0,4.7,0,1,4,Fortnightly,3
1696,31,1,22,0,69,1,4.0,0,7,2,Bi-Weekly,1
1697,36,1,16,1,87,0,3.5,0,48,2,Every 3 Months,2
